,actual_property_label,claim_label,mape_label,parsed_sentence,predicted_label,property_prediction,random_label
215,no_region,0,0,"The latest value for GDP per capita , PPP -LRB- current international $ -RRB- in LOCATION_SLOT was NUMBER_SLOT as of 2011 .",0,/location/statistical_region/gdp_nominal_per_capita,0
216,/location/statistical_region/gni_per_capita_in_ppp_dollars,1,0,"GNI per capita ; PPP -LRB- US dollar -RRB- in LOCATION_SLOT was last measured at NUMBER_SLOT in 2011 , according to the World Bank .",0,/location/statistical_region/gni_per_capita_in_ppp_dollars,1
217,no_region,0,1,"According to the latest WHO data published in April 2011 life expectancy in LOCATION_SLOT is : Male NUMBER_SLOT , female 59.5 and total life expectancy is 58.1 which gives Congo a World Life Expectancy ranking of 163 .",1,/location/statistical_region/life_expectancy,1
218,/location/statistical_region/population,1,0,According to the 2007 census LOCATION_SLOT has a population of over NUMBER_SLOT .,1,/location/statistical_region/population,1
219,/location/statistical_region/population,1,1,"The total population in LOCATION_SLOT was last recorded at NUMBER_SLOT people in 2013 from 8.1 million in 1960 , changing 415 percent during the last 50 years .",1,/location/statistical_region/population,1
220,/location/statistical_region/cpi_inflation_rate,1,1,Inflation -LRB- Average Consumer Price Change % -RRB- for LOCATION_SLOT in year 2013 is NUMBER_SLOT % .,1,/location/statistical_region/diesel_price_liter,0
221,no_region,0,0,Total Population of LOCATION_SLOT - 5 NUMBER_SLOT 455,1,/location/statistical_region/population,0
222,/location/statistical_region/gdp_nominal,1,1,The latest value for GDP -LRB- current US$ -RRB- in LOCATION_SLOT was $ NUMBER_SLOT as of 2011 .,1,no_region,0
223,no_region,0,0,"GDP per capita ; PPP -LRB- US dollar -RRB- in LOCATION_SLOT was last measured at NUMBER_SLOT in 2011 , according to the World Bank .",0,/location/statistical_region/gni_per_capita_in_ppp_dollars,1
224,/location/statistical_region/population,1,0,The projected population of LOCATION_SLOT in 2040 is NUMBER_SLOT .,1,/location/statistical_region/population,0
225,/location/statistical_region/diesel_price_liter,1,1,"LOCATION_SLOT Pump price for diesel fuel -LRB- US$ per liter -RRB- 2012 : NUMBER_SLOT , U.S. dollars",0,no_region,1
226,no_region,0,0,"The population census 2011 , the average density of population of LOCATION_SLOT is NUMBER_SLOT person per km2 Kathmandu district has highest density i.e. 4408 person per km20 and Manang has the lowest i.e. 3 person per km2 .",0,/location/statistical_region/population,0
227,/location/statistical_region/population,1,0,"The population of LOCATION_SLOT in 2003 was estimated by the United Nations at NUMBER_SLOT , which placed it as number 68 in population among the 193 nations of the world .",1,/location/statistical_region/population,0
228,/location/statistical_region/cpi_inflation_rate,1,0,Inflation -LRB- End of Year Change % -RRB- for LOCATION_SLOT in year 2013 is NUMBER_SLOT % .,1,/location/statistical_region/diesel_price_liter,1
229,/location/statistical_region/gni_per_capita_in_ppp_dollars,1,1,"GNI per capita ; PPP -LRB- US dollar -RRB- in LOCATION_SLOT was last measured at NUMBER_SLOT in 2012 , according to the World Bank .",0,/location/statistical_region/gni_per_capita_in_ppp_dollars,1
230,no_region,0,0,Ìâ LOCATION_SLOT | | NUMBER_SLOT,0,no_region,0
231,no_region,0,0,Value & RankThe Total Population of LOCATION_SLOT is NUMBER_SLOT -LRB- millions of -RRB- with a global rank of 58 .,0,no_region,0
232,no_region,0,1,"According to the latest WHO data published in April 2011 life expectancy in LOCATION_SLOT</location> is : Male NUMBER_SLOT , female NUMBER_SLOT and total life expectancy is 77.2 which gives Croatia a World Life Expectancy ranking of 40 .",1,/location/statistical_region/life_expectancy,0
233,/location/statistical_region/renewable_freshwater_per_capita,1,1,"LOCATION_SLOT Renewable internal freshwater resources per capita -LRB- cubic meters -RRB- 2011 : NUMBER_SLOT , Cubic meters",0,no_region,0
234,/location/statistical_region/population,1,1,"The total population in LOCATION_SLOT was last recorded at NUMBER_SLOT people in 2013 from 72.7 million in 1960 , changing 176 percent during the last 50 years .",1,/location/statistical_region/population,1
235,/location/statistical_region/diesel_price_liter,1,1,"LOCATION_SLOT Pump price for diesel fuel -LRB- US$ per liter -RRB- 2012 : NUMBER_SLOT , U.S. dollars",0,no_region,0
236,/location/statistical_region/fertility_rate,1,1,116 Fertility Rate í¢ $ `` LOCATION_SLOT NUMBER_SLOT,0,/location/statistical_region/fertility_rate,0
237,no_region,0,1,"China 46.6 % , Italy 8.8 % , France 8.1 % , Cote dIvoire NUMBER_SLOT</number></number> % , LOCATION_SLOT 4.6 % , LOCATION_SLOT 4.5 % , LOCATION_SLOT 4.3 % , Netherlands 4 % -LRB- 2011 -RRB-",1,/location/statistical_region/health_expenditure_as_percent_of_gdp,0
238,/location/statistical_region/population,1,0,"According to a CIA World Factbook estimate for July 2013 , LOCATION_SLOT has a total population of NUMBER_SLOT and a density of 4.79 inhabitants per square miles , making it the 135th most populous country in the world .",0,/location/statistical_region/population,0
239,/location/statistical_region/population,1,0,"From a 1980 level of 155,300 , the population of the LOCATION_SLOT was estimated at NUMBER_SLOT in July 2000 .",1,/location/statistical_region/population,0
240,/location/statistical_region/fertility_rate,1,0,152 Fertility Rate í¢ $ `` LOCATION_SLOT NUMBER_SLOT,0,/location/statistical_region/fertility_rate,1
241,/location/statistical_region/life_expectancy,1,1,"LOCATION_SLOT Life expectancy at birth , total -LRB- years -RRB- 2011 : NUMBER_SLOT , Years",1,/location/statistical_region/life_expectancy,0
242,no_region,0,1,Ìâ LOCATION_SLOT | | NUMBER_SLOT,0,no_region,1
243,no_region,0,1,"According to the latest WHO data published in April 2011 life expectancy in LOCATION_SLOT is : Male NUMBER_SLOT , female 60.4 and total life expectancy is 59.3 which gives Liberia a World Life Expectancy ranking of 158 .",1,/location/statistical_region/life_expectancy,0
244,/location/statistical_region/cpi_inflation_rate,1,1,Inflation -LRB- Average Consumer Price Change % -RRB- for LOCATION_SLOT in year 2013 is NUMBER_SLOT % .,1,/location/statistical_region/diesel_price_liter,1
245,/location/statistical_region/gni_per_capita_in_ppp_dollars,1,0,"The latest value for GNI per capita , PPP -LRB- constant 2005 international $ -RRB- in LOCATION_SLOT was NUMBER_SLOT as of 2011 .",0,/location/statistical_region/gni_per_capita_in_ppp_dollars,1
246,no_region,0,1,"LOCATION_SLOT</location></location></location> compared to other CountriesThe Inflation of Moldova is similar to that of Lesotho , Lebanon , Isle of Man , Dominican Republic , Sri Lanka , Mauritania , Timor-Leste , Chad , Mozambique , Hong Kong SAR , China with a respective Inflation of 5.00 , NUMBER_SLOT , 5.00 , 5.00 , NUMBER_SLOT , NUMBER_SLOT , 4.50 , NUMBER_SLOT , 4.40 , 4.40 -LRB- % -RRB- and a global rank of 68 , 69 , 70 , 71 , 72 , 74 , 75 , 76 , 77 , 78 .",0,/location/statistical_region/population,1
247,/location/statistical_region/gni_in_ppp_dollars,1,1,"GNI ; PPP -LRB- US dollar -RRB- in LOCATION_SLOT was last measured at NUMBER_SLOT in 2012 , according to the World Bank .",0,/location/statistical_region/gni_per_capita_in_ppp_dollars,1
248,/location/statistical_region/cpi_inflation_rate,1,0,Inflation -LRB- Average Consumer Price Change % -RRB- for LOCATION_SLOT in year 2013 is NUMBER_SLOT % .,1,/location/statistical_region/diesel_price_liter,0
249,no_region,0,1,"GDP ; PPP -LRB- US dollar -RRB- in LOCATION_SLOT was last measured at NUMBER_SLOT in 2011 , according to the World Bank .",0,/location/statistical_region/gni_per_capita_in_ppp_dollars,1
250,/location/statistical_region/gni_per_capita_in_ppp_dollars,1,0,"The latest value for GNI per capita , PPP -LRB- current international $ -RRB- in LOCATION_SLOT was NUMBER_SLOT as of 2011 .",0,/location/statistical_region/gni_per_capita_in_ppp_dollars,0
251,/location/statistical_region/consumer_price_index,1,1,"LOCATION_SLOT Consumer price index -LRB- 2005 = 100 -RRB- 2012 : NUMBER_SLOT , Index , 2005 = 100",0,no_region,0
252,/location/statistical_region/population,1,0,The population of LOCATION_SLOT was estimated at NUMBER_SLOT in July 2000 .,1,/location/statistical_region/population,0
253,/location/statistical_region/population,1,0,"Per the CIA World Factbook , the population of LOCATION_SLOT is NUMBER_SLOT .",0,/location/statistical_region/population,0
254,no_region,0,0,The average life expectancy of the population of LOCATION_SLOT is NUMBER_SLOT years .,1,/location/statistical_region/life_expectancy,0
255,/location/statistical_region/gdp_nominal,1,0,The Gross Domestic Product -LRB- GDP -RRB- in LOCATION_SLOT was worth NUMBER_SLOT US dollars in 2013 .,0,/location/statistical_region/cpi_inflation_rate,1
256,/location/statistical_region/cpi_inflation_rate,1,1,Inflation -LRB- Average Consumer Price Change % -RRB- for LOCATION_SLOT in year 2013 is NUMBER_SLOT % .,1,/location/statistical_region/diesel_price_liter,1
257,/location/statistical_region/cpi_inflation_rate,1,0,Inflation -LRB- Average Consumer Price Change % -RRB- for LOCATION_SLOT in year 2013 is NUMBER_SLOT % .,1,/location/statistical_region/diesel_price_liter,1
258,/location/statistical_region/population,1,0,"The population of LOCATION_SLOT in 2003 was estimated by the United Nations at NUMBER_SLOT , which placed it as number 20 in population among the 193 nations of the world .",1,/location/statistical_region/population,1
259,no_region,0,1,"According to the latest WHO data published in April 2011 life expectancy in LOCATION_SLOT is : Male NUMBER_SLOT , female 77.3 and total life expectancy is 75.3 which gives Saudi Arabia a World Life Expectancy ranking of 57 .",1,/location/statistical_region/life_expectancy,0
260,no_region,0,0,Ìâ LOCATION_SLOT | | NUMBER_SLOT,0,no_region,0
261,/location/statistical_region/diesel_price_liter,1,1,"LOCATION_SLOT Pump price for diesel fuel -LRB- US$ per liter -RRB- 2012 : NUMBER_SLOT , U.S. dollars",0,no_region,0
262,/location/statistical_region/population,1,0,"The population of LOCATION_SLOT in 2003 was estimated by the United Nations at NUMBER_SLOT , which placed it as number 161 in population among the 193 nations of the world .",1,/location/statistical_region/population,0
263,/location/statistical_region/gni_per_capita_in_ppp_dollars,1,0,"The latest value for GNI per capita , PPP -LRB- constant 2005 international $ -RRB- in LOCATION_SLOT was NUMBER_SLOT as of 2010 .",0,/location/statistical_region/gni_per_capita_in_ppp_dollars,0
264,no_region,0,1,"According to the latest WHO data published in April 2011 life expectancy in LOCATION_SLOT is : Male NUMBER_SLOT , female 82.3 and total life expectancy is 79.3 which gives Chile a World Life Expectancy ranking of 31 .",1,/location/statistical_region/life_expectancy,1
265,no_region,0,1,"LOCATION_SLOT</location></location></location></location></location></location></location> compared to other CountriesThe Inflation of Moldova is similar to that of Lesotho , Lebanon , Isle of Man , Dominican Republic , Sri Lanka , Mauritania , Timor-Leste , Chad , Mozambique , Hong Kong SAR , China with a respective Inflation of 5.00 , NUMBER_SLOT , NUMBER_SLOT , NUMBER_SLOT , NUMBER_SLOT , NUMBER_SLOT , NUMBER_SLOT , NUMBER_SLOT , NUMBER_SLOT , 4.40 -LRB- % -RRB- and a global rank of 68 , 69 , 70 , 71 , 72 , 74 , 75 , 76 , 77 , 78 .",0,/location/statistical_region/population,1
266,/location/statistical_region/gni_in_ppp_dollars,1,1,"GNI ; PPP -LRB- US dollar -RRB- in LOCATION_SLOT was last measured at NUMBER_SLOT in 2011 , according to the World Bank .",0,/location/statistical_region/gni_per_capita_in_ppp_dollars,1
267,/location/statistical_region/diesel_price_liter,1,1,"LOCATION_SLOT Pump price for diesel fuel -LRB- US$ per liter -RRB- 2012 : NUMBER_SLOT , U.S. dollars",0,no_region,0
268,no_region,0,0,"The list is led by Paraguay , whose GDP could grow 12.5 percent in 2013 , followed by Panama -LRB- 7.5 % -RRB- , Peru -LRB- NUMBER_SLOT</number> % -RRB- , LOCATION_SLOT</location></location> -LRB- NUMBER_SLOT % -RRB- , LOCATION_SLOT</location></location> -LRB- NUMBER_SLOT % -RRB- and Chile -LRB- NUMBER_SLOT</number> % -RRB- .",0,/location/statistical_region/population,0
269,no_region,0,1,Ìâ LOCATION_SLOT | | NUMBER_SLOT,0,no_region,0
270,/location/statistical_region/gdp_nominal,1,1,The latest value for GDP -LRB- current US$ -RRB- in LOCATION_SLOT was $ NUMBER_SLOT as of 2011 .,1,no_region,0
271,/location/statistical_region/population,1,1,"The total population in LOCATION_SLOT was last recorded at NUMBER_SLOT people in 2013 from 83.2 million in 1950 , changing 53 percent during the last 50 years .",1,/location/statistical_region/population,1
272,/location/statistical_region/diesel_price_liter,1,1,The latest value for Pump price for diesel fuel -LRB- US$ per liter -RRB- in LOCATION_SLOT was NUMBER_SLOT as of 2012 .,0,no_region,0
273,no_region,0,0,"The latest value for GDP per capita , PPP -LRB- current international $ -RRB- in LOCATION_SLOT was NUMBER_SLOT as of 2011 .",0,/location/statistical_region/gdp_nominal_per_capita,0
274,/location/statistical_region/consumer_price_index,1,1,"LOCATION_SLOT Consumer price index -LRB- 2005 = 100 -RRB- 2012 : NUMBER_SLOT , Index , 2005 = 100",0,no_region,0
275,/location/statistical_region/population,1,1,The population of LOCATION_SLOT is approximately NUMBER_SLOT .,1,/location/statistical_region/population,1
276,/location/statistical_region/population,1,1,"According to the 2002 definite census results announced in December by the State Bureau of Statistics , LOCATION_SLOT has a population of NUMBER_SLOT .",1,/location/statistical_region/population,1
277,/location/statistical_region/gdp_nominal_per_capita,1,1,"LOCATION_SLOT GDP per capita -LRB- current US$ -RRB- 2012 : NUMBER_SLOT , U.S. dollars",0,no_region,1
278,/location/statistical_region/gni_per_capita_in_ppp_dollars,1,0,"The latest value for GNI per capita , PPP -LRB- constant 2005 international $ -RRB- in LOCATION_SLOT was NUMBER_SLOT as of 2011 .",0,/location/statistical_region/gni_per_capita_in_ppp_dollars,0
279,no_region,0,0,"GDP per capita ; PPP -LRB- US dollar -RRB- in LOCATION_SLOT was last measured at NUMBER_SLOT in 2011 , according to the World Bank .",0,/location/statistical_region/gni_per_capita_in_ppp_dollars,0
280,no_region,0,0,"The latest value for GDP per capita , PPP -LRB- current international $ -RRB- in LOCATION_SLOT was NUMBER_SLOT as of 2011 .",0,/location/statistical_region/gdp_nominal_per_capita,1
281,/location/statistical_region/population,1,1,"Ãƒ Â¯ Ã‚ '' Ã‚ Â¿ LOCATION_SLOT , a Eurasian landlocked country bordered by Russia , Poland , Ukraine , Latvia , and Lithuania , has an estimated 2014 population of NUMBER_SLOT .",1,/location/statistical_region/prevalence_of_undernourisment,1
282,/location/statistical_region/life_expectancy,1,1,"LOCATION_SLOT Life expectancy at birth , total -LRB- years -RRB- 2011 : NUMBER_SLOT , Years",1,/location/statistical_region/life_expectancy,0
283,/location/statistical_region/gdp_nominal,1,1,The Gross Domestic Product -LRB- GDP -RRB- in LOCATION_SLOT was worth NUMBER_SLOT US dollars in 2012 .,0,/location/statistical_region/cpi_inflation_rate,0
284,no_region,0,0,"The latest value for GDP per capita , PPP -LRB- constant 2005 international $ -RRB- in LOCATION_SLOT was NUMBER_SLOT as of 2011 .",0,/location/statistical_region/gni_per_capita_in_ppp_dollars,1
285,/location/statistical_region/population,1,1,The LOCATION_SLOT has a population of NUMBER_SLOT .,1,/location/statistical_region/population,0
286,/location/statistical_region/cpi_inflation_rate,1,0,Inflation -LRB- Average Consumer Price Change % -RRB- for LOCATION_SLOT in year 2013 is NUMBER_SLOT % .,1,/location/statistical_region/diesel_price_liter,0
287,no_region,0,1,"According to the latest WHO data published in April 2011 life expectancy in LOCATION_SLOT</location> is : Male NUMBER_SLOT , female NUMBER_SLOT and total life expectancy is 81.2 which gives Netherlands a World Life Expectancy ranking of 17 .",1,/location/statistical_region/life_expectancy,1
288,/location/statistical_region/health_expenditure_as_percent_of_gdp,1,1,"Health expenditure , total -LRB- % of GDP -RRB- in The LOCATION_SLOT was NUMBER_SLOT as of 2011 .",0,/location/statistical_region/health_expenditure_as_percent_of_gdp,0
289,/location/statistical_region/fertility_rate,1,1,8 Fertility Rate í¢ $ `` LOCATION_SLOT NUMBER_SLOT,0,/location/statistical_region/fertility_rate,1
290,/location/statistical_region/gni_per_capita_in_ppp_dollars,1,1,"The latest value for GNI per capita , PPP -LRB- current international $ -RRB- in LOCATION_SLOT was NUMBER_SLOT as of 2011 .",0,/location/statistical_region/gni_per_capita_in_ppp_dollars,0
291,/location/statistical_region/population,1,0,"According to the UN , LOCATION_SLOT has a population of NUMBER_SLOT -LRB- July 1 , 2009 -RRB- with a population growth rate of 1.31 % -LRB- during the period 2005-210 -RRB- and a birth rate of 24.9 / 1,000 population -LRB- 2005Ãƒ cents Ã‚ $ Ã‚ `` 2010 -RRB- , third highest in the region .",1,/location/statistical_region/population,0
292,/location/statistical_region/consumer_price_index,1,1,"LOCATION_SLOT Consumer price index -LRB- 2005 = 100 -RRB- 2012 : NUMBER_SLOT , Index , 2005 = 100",0,no_region,1
293,/location/statistical_region/diesel_price_liter,1,1,The latest value for Pump price for diesel fuel -LRB- US$ per liter -RRB- in LOCATION_SLOT was NUMBER_SLOT as of 2012 .,0,no_region,1
294,/location/statistical_region/gni_in_ppp_dollars,1,0,"The latest value for GNI , PPP -LRB- current international $ -RRB- in LOCATION_SLOT was NUMBER_SLOT as of 2011 .",0,/location/statistical_region/diesel_price_liter,1
295,no_region,0,1,"The latest value for GDP per capita , PPP -LRB- constant 2005 international $ -RRB- in LOCATION_SLOT was NUMBER_SLOT as of 2011 .",0,/location/statistical_region/gni_per_capita_in_ppp_dollars,0
296,/location/statistical_region/diesel_price_liter,1,1,"LOCATION_SLOT Pump price for diesel fuel -LRB- US$ per liter -RRB- 2012 : NUMBER_SLOT , U.S. dollars",0,no_region,1
297,no_region,0,1,"The latest value for GDP per capita , PPP -LRB- current international $ -RRB- in LOCATION_SLOT was NUMBER_SLOT as of 2011 .",0,/location/statistical_region/gdp_nominal_per_capita,1
298,/location/statistical_region/population,1,1,"LOCATION_SLOT , the largest among the group , has a population of around NUMBER_SLOT , while Tuvalu , with an estimated population of 10,500 is the World Bank GroupÃƒ cents Ã‚ $ Ã‚ s smallest member .",0,/location/statistical_region/population,1
299,no_region,0,1,"According to the latest WHO data published in April 2011 life expectancy in LOCATION_SLOT</location> is : Male NUMBER_SLOT , female NUMBER_SLOT and total life expectancy is 80.1 which gives Portugal a World Life Expectancy ranking of 28 .",1,/location/statistical_region/life_expectancy,1
300,/location/statistical_region/population,1,1,"According to the latest census , the population of LOCATION_SLOT is NUMBER_SLOT inhabitants .",1,/location/statistical_region/population,0
301,/location/statistical_region/life_expectancy,1,1,"The value for Life expectancy at birth , total -LRB- years -RRB- in LOCATION_SLOT was NUMBER_SLOT as of 2011 .",1,/location/statistical_region/life_expectancy,1
302,/location/statistical_region/fertility_rate,1,1,"Chile -LRB- 1.85 -RRB- , Brazil -LRB- 1.81 -RRB- , and Thailand -LRB- 1.56 -RRB- now have lower birth rates than LOCATION_SLOT -LRB- NUMBER_SLOT -RRB- , Norway -LRB- 1.95 -RRB- , and LOCATION_SLOT -LRB- NUMBER_SLOT -RRB- .",0,no_region,0
303,/location/statistical_region/gdp_nominal_per_capita,1,1,"LOCATION_SLOT GDP per capita -LRB- current US$ -RRB- 2012 : NUMBER_SLOT , U.S. dollars",0,no_region,1
304,/location/statistical_region/population,1,0,The population of LOCATION_SLOT was estimated at NUMBER_SLOT at the time of liberation .,0,/location/statistical_region/population,1
305,no_region,0,1,"GDP per capita ; PPP -LRB- US dollar -RRB- in LOCATION_SLOT was last measured at NUMBER_SLOT in 2012 , according to the World Bank .",0,/location/statistical_region/gni_per_capita_in_ppp_dollars,1
306,/location/statistical_region/population,1,1,"According to the latest census , the population of LOCATION_SLOT is NUMBER_SLOT inhabitants .",1,/location/statistical_region/population,0
307,/location/statistical_region/fertility_rate,1,1,150 Fertility Rate í¢ $ `` LOCATION_SLOT NUMBER_SLOT,0,/location/statistical_region/fertility_rate,1
308,/location/statistical_region/population,1,1,Turkmenistan Population Ã‚ - Ã‚ The total population in LOCATION_SLOT was last recorded at NUMBER_SLOT people in 2013 from 1.6 million in 1960 changing 230 percent during the last 50 ...,1,/location/statistical_region/population,0
309,/location/statistical_region/renewable_freshwater_per_capita,1,1,"LOCATION_SLOT Renewable internal freshwater resources per capita -LRB- cubic meters -RRB- 2011 : NUMBER_SLOT , Cubic meters",0,no_region,1
310,no_region,0,1,"The latest value for GDP per capita , PPP -LRB- current international $ -RRB- in LOCATION_SLOT was NUMBER_SLOT as of 2011 .",0,/location/statistical_region/gdp_nominal_per_capita,1
311,/location/statistical_region/population,1,1,The population of LOCATION_SLOT is approximately NUMBER_SLOT .,1,/location/statistical_region/population,0
312,/location/statistical_region/population,1,1,"The estimated 2014 population of LOCATION_SLOT is NUMBER_SLOT , which ranks 77th in the world .",1,/location/statistical_region/population,0
313,/location/statistical_region/gdp_nominal,1,0,The Gross Domestic Product -LRB- GDP -RRB- in the LOCATION_SLOT was worth NUMBER_SLOT US dollars in 2012 .,0,/location/statistical_region/cpi_inflation_rate,0
314,/location/statistical_region/fertility_rate,1,0,95 Fertility Rate í¢ $ `` LOCATION_SLOT NUMBER_SLOT,0,/location/statistical_region/fertility_rate,0
315,/location/statistical_region/population,1,1,"As of mid-January 2014 , the estimated population of LOCATION_SLOT is NUMBER_SLOT .",0,/location/statistical_region/population,1
316,/location/statistical_region/life_expectancy,1,1,"LOCATION_SLOT Life expectancy at birth , total -LRB- years -RRB- 2011 : NUMBER_SLOT , Years",1,/location/statistical_region/life_expectancy,0
317,/location/statistical_region/prevalence_of_undernourisment,1,1,"Based on FAOÃ¢ $ s most recent estimates , the prevalence of undernourishment in LOCATION_SLOT has dropped from 32.8 % in 1990-92 , to NUMBER_SLOT % in 2010-12 and thus the country has achieved the MDG-1 hunger target .",1,/location/statistical_region/cpi_inflation_rate,1
318,no_region,0,0,"The latest value for GDP per capita , PPP -LRB- current international $ -RRB- in LOCATION_SLOT was NUMBER_SLOT as of 2011 .",0,/location/statistical_region/gdp_nominal_per_capita,1
319,/location/statistical_region/health_expenditure_as_percent_of_gdp,1,1,"Health expenditure , total -LRB- % of GDP -RRB- in LOCATION_SLOT was NUMBER_SLOT as of 2011 .",0,/location/statistical_region/health_expenditure_as_percent_of_gdp,1
320,/location/statistical_region/cpi_inflation_rate,1,1,Inflation -LRB- End of Year Change % -RRB- for LOCATION_SLOT in year 2013 is NUMBER_SLOT % .,1,/location/statistical_region/diesel_price_liter,0
321,no_region,0,0,The average value for LOCATION_SLOT during that period was 7.57 million with a minumum of 3.08 million in 1960 and a maximum of NUMBER_SLOT in 2013 .,0,no_region,1
322,/location/statistical_region/population,1,1,"According to the latest census , the population of LOCATION_SLOT is NUMBER_SLOT inhabitants .",1,/location/statistical_region/population,1
323,/location/statistical_region/population,1,0,"The total population in LOCATION_SLOT was last recorded at NUMBER_SLOT people in 2013 from 0.6 million in 1960 , changing 34 percent during the last 50 years .",1,/location/statistical_region/population,0
324,/location/statistical_region/population,1,1,"According to the latest census , the population of LOCATION_SLOT is NUMBER_SLOT inhabitants .",1,/location/statistical_region/population,0
325,/location/statistical_region/gni_per_capita_in_ppp_dollars,1,1,"GNI per capita ; PPP -LRB- US dollar -RRB- in LOCATION_SLOT was last measured at NUMBER_SLOT in 2011 , according to the World Bank .",0,/location/statistical_region/gni_per_capita_in_ppp_dollars,0
326,no_region,0,1,"According to the latest WHO data published in April 2011 life expectancy in LOCATION_SLOT is : Male NUMBER_SLOT , female 68.1 and total life expectancy is 66.5 which gives Madagascar a World Life Expectancy ranking of 131 .",1,/location/statistical_region/life_expectancy,1
327,/location/statistical_region/life_expectancy,1,0,"LOCATION_SLOT Life expectancy at birth , male -LRB- years -RRB- 2011 : NUMBER_SLOT , Years",1,/location/statistical_region/life_expectancy,1
328,/location/statistical_region/population,1,0,In 1998 the population of LOCATION_SLOT was estimated at more than NUMBER_SLOT .,1,/location/statistical_region/population,1
329,/location/statistical_region/population,1,1,The population of LOCATION_SLOT is approximately NUMBER_SLOT .,1,/location/statistical_region/population,1
330,/location/statistical_region/fertility_rate,1,1,"The value for Fertility rate , total -LRB- births per woman -RRB- in LOCATION_SLOT was NUMBER_SLOT as of 2011 .",1,/location/statistical_region/fertility_rate,1
331,no_region,0,1,Ìâ LOCATION_SLOT | | NUMBER_SLOT,0,no_region,1
332,/location/statistical_region/population,1,1,"The value for Population , total in LOCATION_SLOT was NUMBER_SLOT as of 2011 .",0,/location/statistical_region/population,1
333,/location/statistical_region/cpi_inflation_rate,1,0,Inflation -LRB- Average Consumer Price Change % -RRB- for LOCATION_SLOT in year 2013 is NUMBER_SLOT % .,1,/location/statistical_region/diesel_price_liter,1
334,no_region,0,0,"GDP of Bolivia in 2012 was NUMBER_SLOT US dollars , ranked 98th in the world and was on par with GDP of LOCATION_SLOT -LRB- 28.2 billion US dollars -RRB- , GDP of Cameroon -LRB- 26.1 billion US dollars -RRB- , GDP of Paraguay -LRB- 25.9 billion US dollars -RRB- .",1,/location/statistical_region/gdp_nominal,0
335,no_region,0,1,"GDP per capita ; PPP -LRB- US dollar -RRB- in LOCATION_SLOT was last measured at NUMBER_SLOT in 2011 , according to the World Bank .",0,/location/statistical_region/gni_per_capita_in_ppp_dollars,1
336,/location/statistical_region/cpi_inflation_rate,1,0,Inflation -LRB- Average Consumer Price Change % -RRB- for LOCATION_SLOT in year 2013 is NUMBER_SLOT % .,1,/location/statistical_region/diesel_price_liter,0
337,/location/statistical_region/fertility_rate,1,1,"The value for Fertility rate , total -LRB- births per woman -RRB- in LOCATION_SLOT was NUMBER_SLOT as of 2011 .",1,/location/statistical_region/fertility_rate,0
338,/location/statistical_region/population,1,1,LOCATION_SLOT has a population of NUMBER_SLOT according to the World Bank 2010 data .,0,/location/statistical_region/population,0
339,/location/statistical_region/fertility_rate,1,1,87 Fertility Rate í¢ $ `` LOCATION_SLOT NUMBER_SLOT,0,/location/statistical_region/fertility_rate,0
340,/location/statistical_region/gdp_nominal,1,1,The Gross Domestic Product -LRB- GDP -RRB- in LOCATION_SLOT was worth NUMBER_SLOT US dollars in 2013 .,0,/location/statistical_region/cpi_inflation_rate,1
341,no_region,0,1,Ìâ LOCATION_SLOT | | NUMBER_SLOT,0,no_region,0
342,no_region,0,0,"The latest value for GDP per capita , PPP -LRB- current international $ -RRB- in LOCATION_SLOT was NUMBER_SLOT as of 2011 .",0,/location/statistical_region/gdp_nominal_per_capita,1
343,no_region,0,0,Ìâ LOCATION_SLOT | | NUMBER_SLOT,0,no_region,1
344,no_region,0,1,Ìâ LOCATION_SLOT | | NUMBER_SLOT,0,no_region,1
345,no_region,0,0,"The latest value for GDP per capita , PPP -LRB- constant 2005 international $ -RRB- in LOCATION_SLOT was NUMBER_SLOT as of 2011 .",0,/location/statistical_region/gni_per_capita_in_ppp_dollars,1
346,no_region,0,0,"According to the latest WHO data published in April 2011 life expectancy in LOCATION_SLOT</location> is : Male NUMBER_SLOT , female NUMBER_SLOT and total life expectancy is 77.5 which gives Colombia ...",1,/location/statistical_region/life_expectancy,0
347,/location/statistical_region/renewable_freshwater_per_capita,1,1,"LOCATION_SLOT Renewable internal freshwater resources per capita -LRB- cubic meters -RRB- 2011 : NUMBER_SLOT , Cubic meters",0,no_region,1
348,/location/statistical_region/population,1,0,"LOCATION_SLOT has a population of approximately NUMBER_SLOT -LRB- 2000 estimate -RRB- , with about 110,000 residing on Saint Vincent and the remainder distributed among the Grenadines .",0,no_region,0
349,/location/statistical_region/gni_per_capita_in_ppp_dollars,1,1,"GNI per capita ; PPP -LRB- US dollar -RRB- in LOCATION_SLOT was last measured at NUMBER_SLOT in 2011 , .",0,/location/statistical_region/gni_per_capita_in_ppp_dollars,0
350,/location/statistical_region/life_expectancy,1,1,"LOCATION_SLOT Life expectancy at birth , total -LRB- years -RRB- 2011 : NUMBER_SLOT , Years",1,/location/statistical_region/life_expectancy,1
351,/location/statistical_region/fertility_rate,1,1,171 Fertility Rate í¢ $ `` LOCATION_SLOT NUMBER_SLOT,0,/location/statistical_region/fertility_rate,0
